filename,category,coverage,weight,status,mode_a_sev,mode_b_sev,mode_c_sev,mode_d_sev,mode_a_grade,mode_b_grade,mode_c_grade,mode_d_grade
HEALTHY_1717587791773,HEALTHY,0.604,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722856525321,HEALTHY,0.6798,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716279022603,HEALTHY,0.5431,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721134241211,HEALTHY,0.1543,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721232088191,HEALTHY,0.4746,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712046999712,HEALTHY,0.3252,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712144626492,HEALTHY,0.4638,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719380170057,HEALTHY,0.4828,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712753545357,HEALTHY,0.4083,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_4771,HEALTHY,0.7499,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (1229),HEALTHY,0.478,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (1797),HEALTHY,0.1884,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1724149446818,HEALTHY,0.6305,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716904785795,HEALTHY,0.465,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713009088310,HEALTHY,0.5884,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719391988972,HEALTHY,0.3321,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721462551993,HEALTHY,0.31,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718104682046,HEALTHY,0.6336,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718186228452,HEALTHY,0.4769,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718021308984,HEALTHY,0.3985,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_551,HEALTHY,0.75,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718274066251,HEALTHY,0.5152,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1724243692053,HEALTHY,0.4083,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717411702488,HEALTHY,0.3709,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713169832662,HEALTHY,0.6118,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_2468,HEALTHY,0.75,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1720526224492,HEALTHY,0.5802,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718021456297,HEALTHY,0.4528,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1725272470270,HEALTHY,0.5339,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719064411457,HEALTHY,0.4481,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722699321469,HEALTHY,0.4128,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717771857052,HEALTHY,0.5242,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716806401625,HEALTHY,0.3172,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713182963954,HEALTHY,0.6741,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723540171864,HEALTHY,0.515,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718789413185,HEALTHY,0.5212,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713005494851,HEALTHY,0.6839,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711964822005,HEALTHY,0.5348,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719233986362,HEALTHY,0.5094,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (1540),HEALTHY,0.8003,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716998858287,HEALTHY,0.6318,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718011581607,HEALTHY,0.4099,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722500862093,HEALTHY,0.4085,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712839478297,HEALTHY,0.3968,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723029153836,HEALTHY,0.5458,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721123289611,HEALTHY,0.5204,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_3809,HEALTHY,0.0328,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_1722331723862,HEALTHY,0.32,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1720170273910,HEALTHY,0.4018,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_3345,HEALTHY,0.7496,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721918581757,HEALTHY,0.4844,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721209827713,HEALTHY,0.3978,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1725454635373,HEALTHY,0.461,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1724926247627,HEALTHY,0.3703,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_5276,HEALTHY,0.9999,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719035848580,HEALTHY,0.435,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716365617761,HEALTHY,0.6562,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717582823070,HEALTHY,0.4347,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1724246695271,HEALTHY,0.5085,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717059499058,HEALTHY,0.4861,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718276996417,HEALTHY,0.5271,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718359788944,HEALTHY,0.5489,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721988550221,HEALTHY,0.5983,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712746682214,HEALTHY,0.5649,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718023168628,HEALTHY,0.4849,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722952163332,HEALTHY,0.4459,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713010623550,HEALTHY,0.5838,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719480909805,HEALTHY,0.1612,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721397641411,HEALTHY,0.3451,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1725361835267,HEALTHY,0.4609,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (370),HEALTHY,0.6719,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711632611728,HEALTHY,0.4375,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1720082342876,HEALTHY,0.4335,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717763648968,HEALTHY,0.5691,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718272615174,HEALTHY,0.402,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721125440442,HEALTHY,0.5668,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717764959959,HEALTHY,0.5135,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719576508317,HEALTHY,0.4862,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721042528786,HEALTHY,0.4315,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718370986608,HEALTHY,0.427,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718449683132,HEALTHY,0.529,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719306983618,HEALTHY,0.3117,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711619281056,HEALTHY,0.1654,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1720079553378,HEALTHY,0.4601,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722861283096,HEALTHY,0.3917,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1724160549488,HEALTHY,0.6482,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_3494,HEALTHY,0.9878,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711967638980,HEALTHY,0.4302,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1715941194641,HEALTHY,0.509,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719047271808,HEALTHY,0.4484,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722246092564,HEALTHY,0.5927,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722352792346,HEALTHY,0.2551,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719491285174,HEALTHY,0.452,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_3863,HEALTHY,0.04,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_Image_661,HEALTHY,0.0524,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_1712827438936,HEALTHY,0.3211,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1720098729343,HEALTHY,0.6266,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1724148095331,HEALTHY,0.5707,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717062490444,HEALTHY,0.4005,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717838891372,HEALTHY,0.3478,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717671167835,HEALTHY,0.5611,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719567377610,HEALTHY,0.6284,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_3709,HEALTHY,0.75,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1724237807140,HEALTHY,0.4335,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722603196475,HEALTHY,0.4207,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_2992,HEALTHY,0.75,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1724226814868,HEALTHY,0.4404,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717482035963,HEALTHY,0.375,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1724929419654,HEALTHY,0.4051,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721735744871,HEALTHY,0.4249,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712741541573,HEALTHY,0.6199,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722335751289,HEALTHY,0.3298,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721305011066,HEALTHY,0.5139,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718622664169,HEALTHY,0.3604,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1720614848694,HEALTHY,0.5361,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719826670159,HEALTHY,0.8783,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722082984957,HEALTHY,0.5414,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1724927310170,HEALTHY,0.4014,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722333503804,HEALTHY,0.3447,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722081056568,HEALTHY,0.5672,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722852723801,HEALTHY,0.5193,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717067559707,HEALTHY,0.4768,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721371542043,HEALTHY,0.4937,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1724247398979,HEALTHY,0.3638,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712915487948,HEALTHY,0.4897,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716973625612,HEALTHY,0.7367,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711630450150,HEALTHY,0.3373,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723802347424,HEALTHY,0.5652,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717154677485,HEALTHY,0.3389,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719577061898,HEALTHY,0.5559,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713002209330,HEALTHY,0.5208,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722941618613,HEALTHY,0.675,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_2687,HEALTHY,0.75,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1720009122121,HEALTHY,0.6274,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1720176564769,HEALTHY,0.3828,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718013379192,HEALTHY,0.4359,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712151230086,HEALTHY,0.5489,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722596195120,HEALTHY,0.3502,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_504,HEALTHY,0.9998,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712931140694,HEALTHY,0.5411,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717847460453,HEALTHY,0.5656,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718113009307,HEALTHY,0.4314,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (2593),HEALTHY,0.2396,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (1113),HEALTHY,0.7481,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722248040240,HEALTHY,0.4393,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723011066419,HEALTHY,0.4949,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721895972120,HEALTHY,0.4732,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723547596082,HEALTHY,0.4392,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721135216225,HEALTHY,0.4671,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717062106918,HEALTHY,0.4408,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_1423,HEALTHY,0.75,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721986516731,HEALTHY,0.5031,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722956065071,HEALTHY,0.4862,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716017397530,HEALTHY,0.4475,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712928524580,HEALTHY,0.473,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_3838,HEALTHY,0.7495,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712917537482,HEALTHY,0.2818,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716990425137,HEALTHY,0.4142,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1720530453028,HEALTHY,0.6709,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712833171995,HEALTHY,0.3137,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722079131534,HEALTHY,0.4318,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1725442321888,HEALTHY,0.2779,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721306201316,HEALTHY,0.5554,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712399624505,HEALTHY,0.4773,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1725463451841,HEALTHY,0.2247,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721726585165,HEALTHY,0.6508,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717491854441,HEALTHY,0.3275,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712406287059,HEALTHY,0.4182,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_2434,HEALTHY,1.0,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719052117402,HEALTHY,0.5577,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712130523988,HEALTHY,0.5572,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718707187612,HEALTHY,0.4898,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717154794972,HEALTHY,0.3304,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722071586119,HEALTHY,0.3859,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (470),HEALTHY,0.0645,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_1722942699672,HEALTHY,0.5391,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711617904199,HEALTHY,0.2807,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722244398758,HEALTHY,0.6307,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713441027850,HEALTHY,0.4884,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721204496157,HEALTHY,0.5878,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718013319905,HEALTHY,0.4046,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712396431511,HEALTHY,0.4193,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (1347),HEALTHY,0.741,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (1406),HEALTHY,0.3633,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721291227886,HEALTHY,0.4503,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_2769,HEALTHY,0.7489,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721464299122,HEALTHY,0.2158,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712396974836,HEALTHY,0.3748,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712153385027,HEALTHY,0.3357,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723029619895,HEALTHY,0.6483,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721393603984,HEALTHY,0.5564,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721124482448,HEALTHY,0.3972,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712149132483,HEALTHY,0.4959,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723111724872,HEALTHY,0.4978,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717419700415,HEALTHY,0.5032,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717670053816,HEALTHY,0.6025,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723728698407,HEALTHY,0.5224,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719311755279,HEALTHY,0.4005,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_2522,HEALTHY,0.0,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_12456 (2697),HEALTHY,0.0272,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_1725361391097,HEALTHY,0.4164,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717772113563,HEALTHY,0.2935,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1715675584107,HEALTHY,0.315,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721397465574,HEALTHY,0.5648,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721135229910,HEALTHY,0.6532,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712050087286,HEALTHY,0.323,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722864152292,HEALTHY,0.3219,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712394380964,HEALTHY,0.4334,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716631144181,HEALTHY,0.4942,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_273,HEALTHY,0.75,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712574778737,HEALTHY,0.6396,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (2270),HEALTHY,0.9984,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722348811786,HEALTHY,0.2906,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718611056951,HEALTHY,0.4079,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713010311330,HEALTHY,0.5048,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711625597143,HEALTHY,0.2166,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716988399312,HEALTHY,0.322,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721369646424,HEALTHY,0.3834,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713170759034,HEALTHY,0.5235,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (228),HEALTHY,0.1137,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_1712745091748,HEALTHY,0.4489,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1725457324600,HEALTHY,0.5162,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1714995118940,HEALTHY,0.3992,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716541493507,HEALTHY,0.6804,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718008430466,HEALTHY,0.539,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (41),HEALTHY,0.6549,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716031592722,HEALTHY,0.4462,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711976932903,HEALTHY,0.364,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717491847505,HEALTHY,0.3846,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719208951874,HEALTHY,0.443,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722510352285,HEALTHY,0.6475,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717837386409,HEALTHY,0.4774,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712832854693,HEALTHY,0.3158,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712152091414,HEALTHY,0.5111,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712577863381,HEALTHY,0.3769,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721303432425,HEALTHY,0.4485,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722419422867,HEALTHY,0.4726,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1725624540094,HEALTHY,0.5967,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713449553073,HEALTHY,0.4151,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718184742521,HEALTHY,0.3364,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1725625806936,HEALTHY,0.5463,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719049071436,HEALTHY,0.3851,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717839736205,HEALTHY,0.3771,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722247910634,HEALTHY,0.4319,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713007683103,HEALTHY,0.3105,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (276),HEALTHY,0.6116,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1715864165412,HEALTHY,0.4846,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712063258956,HEALTHY,0.4109,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
