filename,category,coverage,weight,status,mode_a_sev,mode_b_sev,mode_c_sev,mode_d_sev
1712049704387,HEALTHY,0.4652,0.7,processed,35.7792,26.1507,26.1507,0.0
1713434471995,HEALTHY,0.4955,0.7,processed,42.3094,19.6285,19.6285,0.0
1712393932599,HEALTHY,0.4687,0.7,processed,12.4597,7.3717,7.3717,0.0
1716536705129,HEALTHY,0.5206,1.0,processed,6.2487,4.2742,4.2742,0.0
1713443973551,HEALTHY,0.3707,0.7,processed,37.9167,32.2933,32.2933,0.0
1712405255987,HEALTHY,0.4216,0.7,processed,26.706,23.5425,23.5425,0.0
1712572787448,HEALTHY,0.3352,0.7,processed,28.6387,18.5455,18.5455,0.0
1718094133078,HEALTHY,0.5806,1.0,processed,97.0457,93.0531,93.0531,0.6221
1712922690159,HEALTHY,0.3649,0.7,processed,18.4631,7.2375,7.2375,0.0
1722519014069,HEALTHY,0.4686,0.7,processed,38.6967,16.7035,16.7035,0.0
1715247839136,HEALTHY,0.5021,1.0,processed,26.0213,23.0282,23.0282,0.0
1719324458481,HEALTHY,0.3043,0.7,processed,63.0509,35.2757,35.2757,0.0
1723044029669,HEALTHY,0.2631,0.7,processed,83.5269,68.5867,68.5867,0.0
1722596766460,HEALTHY,0.4734,0.7,processed,27.8933,18.6087,18.6087,0.0
1712924827102,HEALTHY,0.5125,1.0,processed,39.6186,19.0178,19.0178,0.0
1718626815395,HEALTHY,0.436,0.7,processed,62.7064,34.6764,34.6764,0.0
HEALTHY_12456 (1865),HEALTHY,0.6626,1.0,processed,10.4241,3.1742,3.1742,0.0
Image_2517,HEALTHY,0.7497,1.0,processed,20.3279,11.8681,11.8681,0.0
Image_2358,HEALTHY,1.0,1.0,processed,1.7017,0.4655,0.4655,0.0
1712054503155,HEALTHY,0.286,0.7,processed,14.8691,5.6685,5.6685,0.0
1725270531670,HEALTHY,0.3919,0.7,processed,34.5719,16.0927,16.0927,0.0003
1717502045880,HEALTHY,0.691,1.0,processed,42.2726,16.7326,16.7326,0.0
1711624481285,HEALTHY,0.7265,1.0,processed,69.0898,34.7085,34.7085,0.0
1723544324544,HEALTHY,0.6281,1.0,processed,4.0145,1.8013,1.8013,0.0
1712661543973,HEALTHY,0.3112,0.7,processed,24.8479,23.7929,23.7929,0.0
1712048763260,HEALTHY,0.3622,0.7,processed,28.2655,29.739,29.739,0.0
1716199636057,HEALTHY,0.6409,1.0,processed,91.9824,73.4144,73.4144,0.0553
1712927169324,HEALTHY,0.4175,0.7,processed,57.1522,13.2266,13.2266,0.0
HEALTHY_12456 (1128),HEALTHY,0.7484,1.0,processed,2.4497,1.0553,1.0553,0.0
1721038854019,HEALTHY,0.5538,1.0,processed,33.4278,15.3591,15.3591,0.0
1721137021203,HEALTHY,0.4134,0.7,processed,61.0605,34.502,34.502,0.0
1723041852415,HEALTHY,0.363,0.7,processed,80.6149,67.4676,67.4676,0.0015
1721475370966,HEALTHY,0.3725,0.7,processed,54.9991,62.2688,62.2688,0.0
1721900856537,HEALTHY,0.6433,1.0,processed,77.9312,41.228,41.228,0.0025
1711962252016,HEALTHY,0.3303,0.7,processed,42.4451,47.8056,47.8056,0.0
1712660642818,HEALTHY,0.3543,0.7,processed,21.3455,15.6964,15.6964,0.0
1711621543752,HEALTHY,0.3681,0.7,processed,43.4767,37.8539,37.8539,0.0
1721816422368,HEALTHY,0.609,1.0,processed,54.642,43.7939,43.7939,0.0
1721038410321,HEALTHY,0.3065,0.7,processed,33.8551,22.8798,22.8798,0.0
1712998969071,HEALTHY,0.3842,0.7,processed,26.847,14.4094,14.4094,0.0
1721215079092,HEALTHY,0.2544,0.7,processed,34.2642,18.2969,18.2969,0.0
1715939059764,HEALTHY,0.4645,0.7,processed,64.2023,25.0421,25.0421,0.0
Image_4706,HEALTHY,0.7492,1.0,processed,10.5459,5.362,5.362,0.0
1712059562514,HEALTHY,0.5581,1.0,processed,24.554,16.0842,16.0842,0.0
1725464353308,HEALTHY,0.3718,0.7,processed,47.5149,34.7429,34.7429,0.0
1718109420843,HEALTHY,0.6224,1.0,processed,72.6166,37.0491,37.0491,0.0
1716026285900,HEALTHY,0.4932,0.7,processed,70.3542,30.6583,30.6583,0.0
1722939876758,HEALTHY,0.589,1.0,processed,8.0559,0.9664,0.9664,0.0
1724064276273,HEALTHY,0.4687,0.7,processed,36.2938,9.7837,9.7837,0.0
1712572097074,HEALTHY,0.5771,1.0,processed,9.7724,2.9819,2.9819,0.0
1723805036116,HEALTHY,0.3947,0.7,processed,66.5205,61.7814,61.7814,0.0
HEALTHY_12456 (1519),HEALTHY,0.7492,1.0,processed,10.3825,4.5763,4.5763,0.0005
Image_1066,HEALTHY,0.7493,1.0,processed,16.5119,5.7044,5.7044,0.0
1718172355925,HEALTHY,0.4125,0.7,processed,32.302,20.5624,20.5624,0.0
1712829288721,HEALTHY,0.534,1.0,processed,27.0132,10.393,10.393,0.0
1713001366241,HEALTHY,0.4889,0.7,processed,67.3792,42.3753,42.3753,0.0
1720007688108,HEALTHY,0.5272,1.0,processed,90.0916,65.6103,65.6103,0.0023
1712391782030,HEALTHY,0.4351,0.7,processed,21.9567,20.4937,20.4937,0.0
1712146980181,HEALTHY,0.2658,0.7,processed,10.9909,17.4874,17.4874,0.0
1711621188863,HEALTHY,0.666,1.0,processed,21.07,8.8209,8.8209,0.0
1722243943038,HEALTHY,0.4644,0.7,processed,83.187,58.2846,58.2846,0.0
1716979563566,HEALTHY,0.8335,1.0,processed,50.7894,24.2192,24.2192,0.0
1721999181370,HEALTHY,0.4026,0.7,processed,69.4302,37.946,37.946,0.0046
1721639455667,HEALTHY,0.4319,0.7,processed,59.9137,37.9026,37.9026,0.0
1713185620798,HEALTHY,0.5203,1.0,processed,17.8328,3.0299,3.0299,0.0
Image_5335,HEALTHY,0.7492,1.0,processed,15.8387,6.6695,6.6695,0.0
1717513085900,HEALTHY,0.4294,0.7,processed,49.1701,18.3031,18.3031,0.0
1712131402589,HEALTHY,0.3161,0.7,processed,2.746,1.6145,1.6145,0.0
1712410755172,HEALTHY,0.5471,1.0,processed,9.0983,1.0263,1.0263,0.0
1714741904754,HEALTHY,0.4732,0.7,processed,43.5441,35.6673,35.6673,0.0
1719326501767,HEALTHY,0.314,0.7,processed,78.7886,47.3932,47.3932,0.0017
1714994957506,HEALTHY,0.3657,0.7,processed,55.2322,39.341,39.341,0.0004
1712154835339,HEALTHY,0.4683,0.7,processed,40.7465,20.012,20.012,0.0063
1712405116612,HEALTHY,0.391,0.7,processed,25.1475,16.5215,16.5215,0.0
1712738825525,HEALTHY,0.5355,1.0,processed,22.3871,12.5376,12.5376,0.0
1720184791440,HEALTHY,0.5506,1.0,processed,89.8593,81.4351,81.4351,0.0
Image_3464,HEALTHY,0.0,-1,processed,-1.0,-1.0,-1.0,-1.0
1712921905944,HEALTHY,0.5041,1.0,processed,23.2536,6.3186,6.3186,0.0
1719831498323,HEALTHY,0.3672,0.7,processed,46.2118,17.9124,17.9124,0.0004
1720008730063,HEALTHY,0.2506,0.7,processed,55.2566,33.9818,33.9818,0.0
1718193512946,HEALTHY,0.4884,0.7,processed,34.2854,5.5779,5.5779,0.0019
1717061102144,HEALTHY,0.433,0.7,processed,64.3288,37.8138,37.8138,0.0052
1712576437209,HEALTHY,0.5173,1.0,processed,28.2862,20.0808,20.0808,0.0
1721285724550,HEALTHY,0.3156,0.7,processed,54.0051,48.8228,48.8228,0.0
1721470814385,HEALTHY,0.3397,0.7,processed,42.0396,49.3136,49.3136,0.0
1712393698378,HEALTHY,0.4278,0.7,processed,22.5477,9.284,9.284,0.0
HEALTHY_12456 (277),HEALTHY,0.7303,1.0,processed,4.9174,2.5047,2.5047,0.0
1725458835362,HEALTHY,0.4437,0.7,processed,35.3788,17.2837,17.2837,0.0009
1724831369499,HEALTHY,0.307,0.7,processed,13.151,0.565,0.565,0.0
1719934497093,HEALTHY,0.4329,0.7,processed,38.1076,10.8616,10.8616,0.0
1717423000611,HEALTHY,0.4642,0.7,processed,78.6674,58.3305,58.3305,0.0006
1721733158046,HEALTHY,0.6185,1.0,processed,62.3274,35.3839,35.3839,0.0
1719320943454,HEALTHY,0.6074,1.0,processed,90.5034,55.4258,55.4258,0.0015
1718109477914,HEALTHY,0.6856,1.0,processed,3.1864,0.0323,0.0323,0.0
1712924177538,HEALTHY,0.5155,1.0,processed,59.993,26.1611,26.1611,0.0
1712136992876,HEALTHY,0.3261,0.7,processed,11.207,6.732,6.732,0.0
1721821631976,HEALTHY,0.4395,0.7,processed,51.2813,57.7386,57.7386,0.0
1720090560970,HEALTHY,0.5982,1.0,processed,56.1226,35.3039,35.3039,0.0
1718800419072,HEALTHY,0.3296,0.7,processed,94.9034,78.1357,78.1357,0.0004
1724062072784,HEALTHY,0.6132,1.0,processed,15.4327,7.0164,7.0164,0.0
1725625725675,HEALTHY,0.4299,0.7,processed,32.0916,13.9668,13.9668,0.0
1716994964238,HEALTHY,0.3917,0.7,processed,28.4278,10.1143,10.1143,0.0
1716471533882,HEALTHY,0.2224,0.3,processed,14.6413,10.7193,10.7193,0.0
1721461256520,HEALTHY,0.3494,0.7,processed,38.0588,37.4606,37.4606,0.0
1712400151335,HEALTHY,0.3494,0.7,processed,23.6493,15.9025,15.9025,0.0
1711961202160,HEALTHY,0.3672,0.7,processed,56.0265,34.8282,34.8282,0.0
1718024089292,HEALTHY,0.3382,0.7,processed,63.3749,44.4731,44.4731,0.0028
1712576069674,HEALTHY,0.7006,1.0,processed,45.7583,17.6174,17.6174,0.0
1719055688619,HEALTHY,0.3299,0.7,processed,36.2647,0.6977,0.6977,0.0
1721455800188,HEALTHY,0.3186,0.7,processed,54.406,30.27,30.27,0.0
1711965268635,HEALTHY,0.4665,0.7,processed,30.1874,17.718,17.718,0.0
1715000517253,HEALTHY,0.5293,1.0,processed,70.0539,35.6102,35.6102,0.0
1722947709330,HEALTHY,0.4617,0.7,processed,43.553,0.0384,0.0384,0.0
1721304375578,HEALTHY,0.5242,1.0,processed,32.3353,20.0616,20.0616,0.0
1722412580890,HEALTHY,0.4413,0.7,processed,19.7515,2.5226,2.5226,0.0
1724933758930,HEALTHY,0.3449,0.7,processed,17.3641,2.8668,2.8668,0.0
1712393103411,HEALTHY,0.4006,0.7,processed,21.2317,19.9983,19.9983,0.0
1716977651471,HEALTHY,0.5893,1.0,processed,73.1807,38.9857,38.9857,0.0
1718354018236,HEALTHY,0.5552,1.0,processed,90.0921,47.1461,47.1461,0.0103
1711962172135,HEALTHY,0.3584,0.7,processed,17.9454,8.1574,8.1574,0.0
1718109356493,HEALTHY,0.3565,0.7,processed,77.6577,42.1405,42.1405,0.0
Image_5236,HEALTHY,0.9949,1.0,processed,2.986,1.5186,1.5186,0.0
1712661375427,HEALTHY,0.4295,0.7,processed,31.7272,24.73,24.73,0.0
1721223851446,HEALTHY,0.3365,0.7,processed,61.3218,46.2325,46.2325,0.0
1719914151353,HEALTHY,0.3152,0.7,processed,27.8212,9.9802,9.9802,0.0
1722677071514,HEALTHY,0.2594,0.7,processed,20.9487,18.5479,18.5479,0.0
1721826156145,HEALTHY,0.3742,0.7,processed,49.1009,42.3404,42.3404,0.0
1712133080932,HEALTHY,0.3889,0.7,processed,5.1923,1.0166,1.0166,0.0
1722931149116,HEALTHY,0.3568,0.7,processed,30.4548,8.369,8.369,0.0004
Image_2562,HEALTHY,0.0239,-1,processed,-1.0,-1.0,-1.0,-1.0
1724750593333,HEALTHY,0.4771,0.7,processed,62.1939,36.6477,36.6477,0.0
1717770179273,HEALTHY,0.527,1.0,processed,58.0655,49.9264,49.9264,0.0
1722502896705,HEALTHY,0.3164,0.7,processed,17.9936,10.3645,10.3645,0.0
1722072903953,HEALTHY,0.3764,0.7,processed,36.364,29.8187,29.8187,0.0
1720077973730,HEALTHY,0.5551,1.0,processed,49.8913,32.4436,32.4436,0.0
1712051485989,HEALTHY,0.3737,0.7,processed,19.6971,4.3358,4.3358,0.0
1719415493354,HEALTHY,0.3506,0.7,processed,58.3923,24.5805,24.5805,0.0023
1723043574205,HEALTHY,0.4033,0.7,processed,57.0008,22.8542,22.8542,0.0003
1717754230277,HEALTHY,0.3365,0.7,processed,57.3625,50.1975,50.1975,0.002
1724058044986,HEALTHY,0.5433,1.0,processed,17.9073,2.734,2.734,0.0
1713518665837,HEALTHY,0.5777,1.0,processed,0.2328,0.187,0.187,0.0
1722346126094,HEALTHY,0.5663,1.0,processed,25.4318,4.0418,4.0418,0.0
1719488963701,HEALTHY,0.519,1.0,processed,82.675,54.0893,54.0893,0.0855
Image_1242,HEALTHY,0.7495,1.0,processed,17.4126,4.6202,4.6202,0.0
1716023747726,HEALTHY,0.5548,1.0,processed,65.0176,31.1007,31.1007,0.0
1722939494016,HEALTHY,0.5446,1.0,processed,18.266,13.244,13.244,0.0
1718364100532,HEALTHY,0.52,1.0,processed,76.4778,48.4166,48.4166,0.0
1722240045127,HEALTHY,0.4241,0.7,processed,51.8722,30.7957,30.7957,0.0009
1721040274402,HEALTHY,0.6116,1.0,processed,42.1352,27.2516,27.2516,0.0
1716286061076,HEALTHY,0.6311,1.0,processed,64.208,16.4514,16.4514,0.0
1712997115006,HEALTHY,0.4013,0.7,processed,33.2073,14.4708,14.4708,0.0
1712141677626,HEALTHY,0.2787,0.7,processed,15.4886,0.8256,0.8256,0.0
1721041240618,HEALTHY,0.4478,0.7,processed,52.5224,21.8563,21.8563,0.0
1717490990459,HEALTHY,0.4671,0.7,processed,75.8839,57.8183,57.8183,0.0117
1723903634867,HEALTHY,0.4489,0.7,processed,13.696,0.5531,0.5531,0.0
1721213244797,HEALTHY,0.3117,0.7,processed,40.0309,29.8833,29.8833,0.0
1712140805848,HEALTHY,0.4923,0.7,processed,28.8484,25.3665,25.3665,0.0
1713449792288,HEALTHY,0.5217,1.0,processed,42.6336,32.3914,32.3914,0.0
1717060887819,HEALTHY,0.4666,0.7,processed,81.9287,49.5992,49.5992,0.0006
1721887902897,HEALTHY,0.4576,0.7,processed,41.6369,13.454,13.454,0.0
1712574483546,HEALTHY,0.4951,0.7,processed,24.6644,7.1001,7.1001,0.0
1712135883627,HEALTHY,0.321,0.7,processed,25.0938,22.6534,22.6534,0.0
1716545625085,HEALTHY,0.5126,1.0,processed,51.8224,26.5112,26.5112,0.0
1721807325304,HEALTHY,0.4628,0.7,processed,61.1964,45.7398,45.7398,0.0
Image_156,HEALTHY,0.7493,1.0,processed,7.4091,4.6623,4.6623,0.0
1722679218932,HEALTHY,0.4626,0.7,processed,21.183,2.7987,2.7987,0.0
1723034716484,HEALTHY,0.5184,1.0,processed,64.5805,37.4075,37.4075,0.0003
1725354447902,HEALTHY,0.6232,1.0,processed,31.3877,12.2466,12.2466,0.0
1711966925888,HEALTHY,0.4427,0.7,processed,14.9173,5.1759,5.1759,0.0
1718607652873,HEALTHY,0.3175,0.7,processed,45.948,10.272,10.272,0.0029
Image_1208,HEALTHY,0.7495,1.0,processed,54.3848,28.7483,28.7483,0.0
Image_3178,HEALTHY,0.7487,1.0,processed,4.814,3.1617,3.1617,0.0
1712740094754,HEALTHY,0.4411,0.7,processed,31.7355,10.4847,10.4847,0.0
1725003893575,HEALTHY,0.6132,1.0,processed,81.5096,45.6025,45.6025,0.07
1720697590996,HEALTHY,0.584,1.0,processed,90.3843,67.7233,67.7233,0.0
1713447418970,HEALTHY,0.4711,0.7,processed,55.5895,22.0698,22.0698,0.0
1712912954539,HEALTHY,0.4566,0.7,processed,29.7485,10.9762,10.9762,0.0
1712404283507,HEALTHY,0.4372,0.7,processed,10.7492,7.2418,7.2418,0.0
1711974633468,HEALTHY,0.3571,0.7,processed,9.4709,8.0726,8.0726,0.0
1725019034320,HEALTHY,0.4359,0.7,processed,41.2177,21.227,21.227,0.0
1717752607776,HEALTHY,0.5004,1.0,processed,42.8966,7.6183,7.6183,0.0
1721461212777,HEALTHY,0.3022,0.7,processed,25.2728,5.3697,5.3697,0.0
1717137534977,HEALTHY,0.563,1.0,processed,29.0443,10.3055,10.3055,0.0
1721815865157,HEALTHY,0.3468,0.7,processed,63.9179,69.5105,69.5105,0.0
1722246754314,HEALTHY,0.3359,0.7,processed,46.6841,46.6546,46.6546,0.0
1712389962871,HEALTHY,0.4247,0.7,processed,28.264,33.3552,33.3552,0.0
HEALTHY_1204,HEALTHY,0.7477,1.0,processed,0.0269,0.0111,0.0111,0.0
1723113761256,HEALTHY,0.3238,0.7,processed,56.2349,16.586,16.586,0.0
1713009514135,HEALTHY,0.566,1.0,processed,28.9789,14.408,14.408,0.0
1722431333743,HEALTHY,0.4286,0.7,processed,32.4993,10.1312,10.1312,0.0
1721905556800,HEALTHY,0.2903,0.7,processed,16.9649,2.8062,2.8062,0.0069
1717843160813,HEALTHY,0.4077,0.7,processed,46.8247,15.3409,15.3409,0.0
HEALTHY_12456 (2574),HEALTHY,0.8303,1.0,processed,0.0367,0.019,0.019,0.0005
Image_883,HEALTHY,0.6214,1.0,processed,71.1443,33.7998,33.7998,0.0
1717506434027,HEALTHY,,,filtered_bouncer,,,,
1722846510885,HEALTHY,0.3467,0.7,processed,41.4944,18.174,18.174,0.0
1719828671169,HEALTHY,0.4303,0.7,processed,58.1419,20.6611,20.6611,0.0
1719391979482,HEALTHY,0.3565,0.7,processed,26.8696,0.6022,0.6022,0.0
1712668879810,HEALTHY,0.621,1.0,processed,58.1246,31.0877,31.0877,0.0
HEALTHY_12456 (2120),HEALTHY,0.5335,1.0,processed,19.366,7.6871,7.6871,0.011
HEALTHY_12456 (452),HEALTHY,0.6645,1.0,processed,47.8577,25.8817,25.8817,0.0
1718282108383,HEALTHY,0.9015,1.0,processed,27.703,7.4492,7.4492,0.0
1718197376497,HEALTHY,0.5194,1.0,processed,54.7205,40.595,40.595,0.0
1723017319775,HEALTHY,0.2223,0.3,processed,46.1604,36.4792,36.4792,0.0
1725266903882,HEALTHY,0.4463,0.7,processed,69.98,66.8403,66.8403,0.0
1723021771509,HEALTHY,0.2919,0.7,processed,33.5473,14.0628,14.0628,0.0
1718115065278,HEALTHY,0.5595,1.0,processed,35.4447,7.5488,7.5488,0.0
1722417663775,HEALTHY,0.5292,1.0,processed,35.5209,17.4079,17.4079,0.0
1721985578544,HEALTHY,0.6708,1.0,processed,87.0232,84.3767,84.3767,0.0501
1721204470662,HEALTHY,0.5258,1.0,processed,57.2534,32.9201,32.9201,0.0
1712916740431,HEALTHY,0.3159,0.7,processed,47.3364,19.7323,19.7323,0.0
1718112709968,HEALTHY,0.4374,0.7,processed,61.126,36.9901,36.9901,0.0
1721037432729,HEALTHY,0.3362,0.7,processed,47.3305,29.0672,29.0672,0.0
1721906723841,HEALTHY,0.2882,0.7,processed,37.9825,18.3432,18.3432,0.0
1717767042545,HEALTHY,0.4122,0.7,processed,77.85,53.8204,53.8204,0.0
1723031405344,HEALTHY,0.441,0.7,processed,77.4776,28.2759,28.2759,0.0
1722340795987,HEALTHY,0.4972,0.7,processed,28.4821,7.5393,7.5393,0.0
1722503537585,HEALTHY,0.4681,0.7,processed,59.2028,41.7533,41.7533,0.0
1723890487942,HEALTHY,0.4189,0.7,processed,32.5455,12.7669,12.7669,0.001
1723102557494,HEALTHY,0.2714,0.7,processed,28.3521,7.0765,7.0765,0.0
1717578650291,HEALTHY,0.5742,1.0,processed,26.8464,13.3894,13.3894,0.0002
1719931250741,HEALTHY,0.3367,0.7,processed,43.8459,8.6768,8.6768,0.0
1722864334205,HEALTHY,0.4871,0.7,processed,21.5161,11.3158,11.3158,0.0
1723541828566,HEALTHY,0.443,0.7,processed,32.5625,1.7262,1.7262,0.0
1720093212733,HEALTHY,0.6414,1.0,processed,69.7411,29.2181,29.2181,0.0
1712147998631,HEALTHY,0.4265,0.7,processed,15.4852,12.2446,12.2446,0.0
1713443756096,HEALTHY,0.502,1.0,processed,51.3954,36.6684,36.6684,0.0
1721126027817,HEALTHY,0.3711,0.7,processed,50.3751,32.4065,32.4065,0.0
1722082026521,HEALTHY,0.377,0.7,processed,48.969,50.9412,50.9412,0.0
1721991613984,HEALTHY,0.5838,1.0,processed,91.4803,62.9231,62.9231,0.079
1712129424660,HEALTHY,0.3202,0.7,processed,15.9499,10.4336,10.4336,0.0
1720185802352,HEALTHY,0.6763,1.0,processed,93.9401,64.7403,64.7403,0.0022
1719386342652,HEALTHY,0.4472,0.7,processed,68.3765,39.3752,39.3752,0.0
1717762034105,HEALTHY,0.5333,1.0,processed,44.9133,18.8007,18.8007,0.0
1717673367364,HEALTHY,0.3031,0.7,processed,60.2595,22.444,22.444,0.0
1722952657187,HEALTHY,0.2599,0.7,processed,51.8465,63.593,63.593,0.0
1712735390874,HEALTHY,0.5091,1.0,processed,28.2321,12.2701,12.2701,0.0
1712833919143,HEALTHY,0.6873,1.0,processed,18.2163,9.469,9.469,0.0
1711971144778,HEALTHY,0.5752,1.0,processed,39.1443,32.6443,32.6443,0.0
1720529058810,HEALTHY,0.6234,1.0,processed,66.6046,41.3479,41.3479,0.0
1719231151226,HEALTHY,0.4535,0.7,processed,27.558,4.3115,4.3115,0.0
1717581096467,HEALTHY,0.4433,0.7,processed,41.0636,20.9552,20.9552,0.0006
1722697419150,HEALTHY,0.3151,0.7,processed,13.7428,5.3538,5.3538,0.0
1718018806396,HEALTHY,0.6593,1.0,processed,33.9163,11.2668,11.2668,0.0
1712653285138,HEALTHY,0.4577,0.7,processed,23.3686,18.2647,18.2647,0.0
1712572306455,HEALTHY,0.4114,0.7,processed,28.4948,19.8652,19.8652,0.0
1721129905106,HEALTHY,0.6065,1.0,processed,46.9933,32.0849,32.0849,0.0
1721905197745,HEALTHY,0.4387,0.7,processed,35.4099,20.3664,20.3664,0.0009
HEALTHY_12456 (711),HEALTHY,0.6129,1.0,processed,13.5622,8.7158,8.7158,0.0006
1715690697312,HEALTHY,0.3724,0.7,processed,57.1525,25.0685,25.0685,0.0004
1712754454467,HEALTHY,0.5181,1.0,processed,25.3181,13.815,13.815,0.0
1721125534997,HEALTHY,0.6484,1.0,processed,31.5414,20.6123,20.6123,0.0
1719304462452,HEALTHY,0.3991,0.7,processed,34.1874,26.5228,26.5228,0.001
HEALTHY_12456 (2361),HEALTHY,0.9954,1.0,processed,4.3077,1.6992,1.6992,0.0
1712567398751,HEALTHY,0.4831,0.7,processed,70.9416,48.9845,48.9845,0.0
1712649330534,HEALTHY,0.497,0.7,processed,41.8548,32.3265,32.3265,0.0
1712061954121,HEALTHY,0.3491,0.7,processed,39.2352,35.1357,35.1357,0.0
1722936229268,HEALTHY,0.4114,0.7,processed,21.6929,5.1854,5.1854,0.0
1721298065701,HEALTHY,0.4925,0.7,processed,51.5819,19.6747,19.6747,0.0
HEALTHY_12456 (686),HEALTHY,0.6606,1.0,processed,5.8407,1.845,1.845,0.001
1725275221068,HEALTHY,0.5455,1.0,processed,68.2551,38.3258,38.3258,0.0039
1723538475301,HEALTHY,0.6389,1.0,processed,12.1814,4.6462,4.6462,0.0
HEALTHY_12456 (2544),HEALTHY,0.7488,1.0,processed,0.0,0.0,0.0,0.0
1715760728831,HEALTHY,0.6119,1.0,processed,17.9809,11.4552,11.4552,0.0
1717496742139,HEALTHY,0.3391,0.7,processed,58.5151,29.2745,29.2745,0.0
1725460493952,HEALTHY,0.5523,1.0,processed,69.5026,41.73,41.73,0.0
1712149323658,HEALTHY,0.4137,0.7,processed,27.8736,26.6668,26.6668,0.0
1718804767570,HEALTHY,0.4853,0.7,processed,64.2579,37.9532,37.9532,0.0071
1722680635144,HEALTHY,0.4338,0.7,processed,16.5325,9.8541,9.8541,0.0
1723889599207,HEALTHY,0.4008,0.7,processed,41.6509,17.8607,17.8607,0.0
1720184512146,HEALTHY,0.6624,1.0,processed,53.6749,17.6454,17.6454,0.0
1712839316408,HEALTHY,0.4018,0.7,processed,44.6598,17.1918,17.1918,0.0
1726231907224,HEALTHY,0.312,0.7,processed,48.25,6.126,6.126,0.0
1721046686648,HEALTHY,0.6185,1.0,processed,38.5976,27.3539,27.3539,0.0
1711620856057,HEALTHY,0.4341,0.7,processed,49.6103,45.0966,45.0966,0.0
1721642226529,HEALTHY,0.6128,1.0,processed,63.2567,37.692,37.692,0.0
1712830803725,HEALTHY,0.4657,0.7,processed,16.9778,3.4703,3.4703,0.0
1712577044916,HEALTHY,0.3228,0.7,processed,35.878,26.1215,26.1215,0.0
1722697930822,HEALTHY,0.4101,0.7,processed,22.2276,7.9821,7.9821,0.0
1712754576067,HEALTHY,0.4944,0.7,processed,71.0191,42.672,42.672,0.0
1717667658176,HEALTHY,0.3952,0.7,processed,52.8345,17.3971,17.3971,0.001
1721990609746,HEALTHY,0.3896,0.7,processed,47.4201,40.1718,40.1718,0.0
1711963252190,HEALTHY,0.3404,0.7,processed,9.7565,9.3357,9.3357,0.0
1722419133447,HEALTHY,0.6452,1.0,processed,68.002,43.2158,43.2158,0.0
1716196731616,HEALTHY,0.4132,0.7,processed,57.4558,33.0166,33.0166,0.0003
1716982211439,HEALTHY,0.4745,0.7,processed,41.6513,8.0967,8.0967,0.0
HEALTHY_12456 (2210),HEALTHY,0.376,0.7,processed,2.4297,0.8257,0.8257,0.0
Image_2359,HEALTHY,0.7491,1.0,processed,20.3792,10.4008,10.4008,0.0
1721890206321,HEALTHY,0.2631,0.7,processed,36.6778,20.613,20.613,0.0
1717079928997,HEALTHY,0.4927,0.7,processed,50.6701,6.9554,6.9554,0.0
1722597521954,HEALTHY,0.4522,0.7,processed,28.8983,7.397,7.397,0.0
1711627370561,HEALTHY,0.3298,0.7,processed,40.3067,44.1615,44.1615,0.0
1711974190352,HEALTHY,0.6568,1.0,processed,54.8812,54.8419,54.8419,0.0002
1722068909512,HEALTHY,0.1636,0.3,processed,64.0207,29.3141,29.3141,0.0
1713002569425,HEALTHY,0.5043,1.0,processed,67.4567,49.5746,49.5746,0.0
1712649251386,HEALTHY,0.5006,1.0,processed,20.1084,10.4807,10.4807,0.0
1722078897871,HEALTHY,0.4351,0.7,processed,56.8351,36.2868,36.2868,0.0
1711617471282,HEALTHY,0.3442,0.7,processed,27.7741,21.0348,21.0348,0.0
1715760761524,HEALTHY,0.4466,0.7,processed,38.9099,29.2489,29.2489,0.0
1712048259818,HEALTHY,0.5199,1.0,processed,4.9182,2.2006,2.2006,0.0
1717764914258,HEALTHY,0.5658,1.0,processed,47.5299,24.746,24.746,0.0
1717067501925,HEALTHY,0.5117,1.0,processed,68.1634,30.113,30.113,0.0
1711971089505,HEALTHY,0.4365,0.7,processed,14.8476,11.0134,11.0134,0.0
1718977898279,HEALTHY,0.3725,0.7,processed,57.1485,18.025,18.025,0.0018
1721383556547,HEALTHY,0.3586,0.7,processed,42.9572,16.6419,16.6419,0.0
1712134793537,HEALTHY,0.3348,0.7,processed,17.8171,17.3324,17.3324,0.0
1719048010272,HEALTHY,0.3859,0.7,processed,25.2738,1.0275,1.0275,0.0
1712746943312,HEALTHY,0.4816,0.7,processed,36.3228,12.7463,12.7463,0.0
1721297031212,HEALTHY,0.5817,1.0,processed,63.2624,33.7088,33.7088,0.0
1722858404978,HEALTHY,0.3245,0.7,processed,50.2194,50.5885,50.5885,0.0033
1712843696202,HEALTHY,0.4942,0.7,processed,25.9168,22.5586,22.5586,0.0
1722242074882,HEALTHY,0.456,0.7,processed,38.4376,29.5465,29.5465,0.0
1715766195261,HEALTHY,0.5712,1.0,processed,84.017,43.8145,43.8145,0.0
1713007033055,HEALTHY,0.4503,0.7,processed,40.0581,4.9312,4.9312,0.0
1711617608425,HEALTHY,0.4618,0.7,processed,41.6893,27.0645,27.0645,0.0
1721639553508,HEALTHY,0.5553,1.0,processed,71.3926,40.5846,40.5846,0.0
HEALTHY_12456 (1708),HEALTHY,0.2464,0.3,processed,13.5506,1.7237,1.7237,0.0
